destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes/s,flow_packets/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_header_length,bwd_header_length,fwd_packets/s,bwd_packets/s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,ece_flag_count,down/up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,is_intrusion
123,67036302,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.8641198018,0.0596691625,22345434.0,38632330.0319226,66954206,36668,66999634,66999634.0,0.0,66999634,66999634,66990874,66990874.0,0.0,66990874,66990874,0,40,40,0.0298345813,0.0298345813,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,2,96,2,96,-1,-1,1,20,45428.0,0.0,45428,45428,66954206.0,0.0,66954206,66954206,benign,0
443,199214,14,12,958,11631,469,0,68.4285714286,137.5011688262,1725,0,969.25,715.3679441061,63193.3498649693,130.5129157589,7968.56,14481.2431558896,49372,1,199214,15324.1538461538,17848.7642562268,49462,1,120141,10921.9090909091,18411.9420944915,50676,48,0,460,392,70.2761854087,60.2367303503,0,1725,466.2592592593,660.542119579,436315.891737892,0,0,0,1,0,0,0,0,484.1923076923,68.4285714286,969.25,460,14,958,12,11631,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
163,94,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,85106.38298,21276.59574,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,10638.29787,10638.29787,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
443,10096807,6,7,1062,884,517,0,177.0,250.723752365,683,0,126.2857142857,251.3382278164,192.7341980489,1.2875357526,841400.583333333,2838795.09464313,9854877,4,241926,48385.2,70105.9570307688,169059,831,10073196,1678866.0,4076405.05610152,9999702,4,0,132,152,0.5942472704,0.6932884822,0,683,139.0,235.7400785089,55573.3846153846,0,0,0,1,0,0,0,1,149.6923076923,177.0,126.2857142857,132,6,1062,7,884,8192,245,5,20,241926.0,0.0,241926,241926,9854877.0,0.0,9854877,9854877,benign,0
80,4091870,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.331611219,1.221935203,1022967.5,2043947.161,4088888,4,4091870,1022967.5,2043947.161,4088888,4,0,0.0,0.0,0,0,0,100,0,1.221935203,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,100353175,6,5,351,11595,351,0,58.5,143.29515,8688,0,2319.0,3774.237539,119.039582,0.109612875,10000000.0,31700000.0,100000000,4,100000000,20100000.0,44900000.0,100000000,4,30683,7670.75,8981.346015,18423,195,0,200,168,0.059788841,0.049824034,0,8688,995.5,2560.171141,6554476.273,0,0,0,0,1,0,0,0,1086.0,58.5,2319.0,200,6,351,5,11595,274,235,1,32,992.0,0.0,992,992,100000000.0,0.0,100000000,100000000,dos,1
80,12760,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,940.4388715,313.4796238,4253.333333,6821.026927,12125,85,635,635.0,0.0,635,635,12675,12675.0,0.0,12675,12675,0,40,64,156.7398119,156.7398119,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,1,4.5,6.0,0.0,40,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
80,86246031,6,6,1047,11595,347,0,174.5,188.9769827,5792,0,1932.5,2181.008184,146.5806583,0.139136837,7840548.273,25800000.0,85700000,5,86100000,17200000.0,38300000.0,85700000,5,593417,118683.4,192616.6512,443079,46,0,188,200,0.069568419,0.069568419,0,5792,972.9230769,1689.356113,2853924.077,1,0,0,0,0,0,0,1,1054.0,174.5,1932.5,188,6,1047,6,11595,0,235,3,20,0.0,0.0,0,0,85700000.0,0.0,85700000,85700000,dos,1
80,30049,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,386934.6734,232.9528437,5008.166667,7198.54642,18110,12,21019,10509.5,10765.70074,18122,2897,30037,10012.33333,10619.28464,21287,200,0,72,92,99.83693301,133.1159107,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,1,1661.0,8.666666667,2900.25,72,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,86791509,10,6,319,11595,313,0,31.9,98.78647006,5792,0,1932.5,2537.820147,137.2714928,0.184349831,5786100.6,21600000.0,83800000,1,86800000,9643412.556,27800000.0,83800000,1,1606,321.2,373.2381277,920,14,0,332,200,0.115218644,0.069131187,0,5792,700.8235294,1702.174831,2897399.154,0,0,0,0,1,0,0,0,744.625,31.9,1932.5,332,10,319,6,11595,274,235,2,20,2004.0,0.0,2004,2004,83800000.0,0.0,83800000,83800000,dos,1
443,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,254,62,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
100,11,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,727272.7273,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,90909.09091,90909.09091,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
512,41,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,146341.4634,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,24390.2439,24390.2439,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,911419,3,4,437,859,437,0,145.6666666667,252.3020676359,859,0,214.75,429.5,1421.9585064608,7.6803314392,151903.166666667,349246.846123149,864425,3,887701,443850.5,594782.161888283,864425,23276,888213,296071.0,512487.020023922,887840,3,0,104,136,3.2915706168,4.3887608224,0,859,162.0,320.4679614029,102699.714285714,0,0,0,1,0,0,0,1,185.1428571429,145.6666666667,214.75,104,3,437,4,859,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,973689,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11947.34664,8.216175802,139098.4286,367581.5756,972695,5,711,355.5,433.4564569,662,49,973543,243385.75,486206.2415,972695,5,0,72,112,3.081065926,5.135109876,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
1092,65,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,123076.9231,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,15384.61538,15384.61538,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,31510,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,7172.3262456363,126.9438273564,10503.3333333333,18150.752335188,31462,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,64,88,63.4719136782,63.4719136782,34,79,52.0,24.6475150877,607.5,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,202,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,1128712.87128713,19801.9801980198,67.3333333333,74.2181469274,149,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,40,40,9900.9900990099,9900.9900990099,37,77,53.0,21.9089023002,480.0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,40,2,74,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,1901,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,6312.4671225671,1052.0778537612,1901.0,0.0,1901,1901,1901,1901.0,0.0,1901,1901,0,0.0,0.0,0,0,0,40,0,1052.0778537612,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,0.0,40,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,9662789,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.483754949,0.413959158,3220929.667,5578810.366,9662785,1,9662789,3220929.667,5578810.366,9662785,1,0,0.0,0.0,0,0,0,80,0,0.413959158,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,9662785.0,0.0,9662785,9662785,ddos,1
80,30786,3,5,26,11601,20,0,8.666666667,10.26320288,5755,0,2320.2,2411.235202,377671.6689,259.8583772,4398.0,11217.21865,29835,3,30011,15005.5,21216.73897,30008,3,30613,7653.25,14892.98534,29992,65,0,72,112,97.44689144,162.4114857,0,5755,1291.888889,2096.202068,4394063.111,0,0,0,1,0,0,0,1,1453.375,8.666666667,2320.2,72,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
53,175,2,2,80,144,40,40,40.0,0.0,72,72,72.0,0.0,1280000.0,22857.1428571429,58.3333333333,95.845361564,169,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,40,40,11428.5714285714,11428.5714285714,40,72,52.8,17.5271218402,307.2,0,0,0,0,0,0,0,1,66.0,40.0,72.0,40,2,80,2,144,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,5106052,4,3,826,473,814,0,206.5,405.0098764228,467,0,157.6666666667,267.9073222839,254.4039896186,1.3709221919,851008.666666667,2032745.78499808,4999999,19,106053,35351.0,30330.4654761512,54031,355,5054436,2527218.0,3497067.29703619,5000018,54418,0,100,68,0.7833841097,0.5875380823,0,814,162.375,309.3467483493,95695.4107142857,0,0,0,1,0,0,0,0,185.5714285714,206.5,157.6666666667,100,4,826,3,473,29200,15466,3,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,25714,3,6,26,11601,20,0,8.666666667,10.26320288,2920,0,1933.5,1495.722401,452166.1352,350.0038889,3214.25,8732.968891,24826,30,25067,12533.5,17657.16343,25019,48,25521,5104.2,11096.35407,24953,30,0,72,132,116.667963,233.335926,0,2920,1162.7,1494.366611,2233131.567,0,0,0,1,0,0,0,2,1291.888889,8.666666667,1933.5,72,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,75505086,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,154.3869508,0.185417973,5808083.538,20200000.0,73000000,39,74300000,10600000.0,27500000.0,73000000,176,1227447,245489.4,538589.1285,1208846,65,0,172,132,0.105953127,0.079464846,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,833.0714286,7.0,1933.5,172,8,56,6,11601,256,229,6,20,1267696.0,0.0,1267696,1267696,73000000.0,0.0,73000000,73000000,ddos,1
80,1075074,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,10820.65049,7.441348223,153582.0,405811.6156,1073876,3,992,496.0,564.2712114,895,97,1075026,268756.5,536746.5084,1073876,3,0,72,112,2.790505584,4.65084264,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
443,6205398,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1.9338002172,0.3223000362,6205398.0,0.0,6205398,6205398,6205398,6205398.0,0.0,6205398,6205398,0,0.0,0.0,0,0,0,40,0,0.3223000362,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,0.0,40,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
1108,73,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,109589.0411,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,13698.63014,13698.63014,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,82718280,6,7,354,11595,336,0,59.0,135.7335625,5792,0,1656.428571,2120.732252,144.4541642,0.157159941,6893190.0,23800000.0,82600000,0,82600000,16500000.0,36900000.0,82600000,0,82700000,13800000.0,33700000.0,82600000,47,0,164,232,0.072535357,0.084624584,0,5792,853.9285714,1666.309717,2776588.071,1,0,0,0,0,0,0,1,919.6153846,59.0,1656.428571,164,6,354,7,11595,0,235,3,20,13003.0,0.0,13003,13003,82600000.0,0.0,82600000,82600000,dos,1
53,255,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,1858823.52941176,15686.2745098039,85.0,63.2218316723,158,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,40,40,7843.137254902,7843.137254902,30,207,100.8,96.9468926784,9398.7,0,0,0,0,0,0,0,1,126.0,30.0,207.0,40,2,60,2,414,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,19567,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,919.9161854142,204.4258189809,6522.3333333333,11259.7922864204,19524,1,19567,9783.5,13834.5441739148,19566,1,0,0.0,0.0,0,0,0,60,44,153.3193642357,51.1064547452,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,6.0,6.0,0.0,60,3,18,1,0,0,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
2607,46,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,173913.0435,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,21739.13043,21739.13043,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,98281079,9,5,352,11595,346,0,39.11111111,115.1004392,8688,0,2319.0,3633.79705,121.559512,0.142448579,7560083.0,27300000.0,98300000,1,98300000,12300000.0,34700000.0,98300000,1,9860,2465.0,4388.478324,9046,196,0,284,168,0.091574086,0.050874492,0,8688,796.4666667,2241.031232,5022220.981,0,0,0,0,1,0,0,0,853.3571429,39.11111111,2319.0,284,9,352,5,11595,251,235,2,20,3005.0,0.0,3005,3005,98300000.0,0.0,98300000,98300000,dos,1
53,74513650,2,2,114,242,76,38,57.0,26.8700576851,204,38,121.0,117.379725677,4.7776481222,0.0536814396,24837883.3333333,42690295.3952577,74131901,644,74132545,74132545.0,0.0,74132545,74132545,74513006,74513006.0,0.0,74513006,74513006,0,40,52,0.0268407198,0.0268407198,38,204,86.4,68.430987133,4682.8,0,0,0,0,0,0,0,1,108.0,57.0,121.0,40,2,114,2,242,-1,-1,1,20,644.0,0.0,644,644,74131901.0,0.0,74131901,74131901,benign,0
443,3992043,1,1,6,31,6,6,6.0,0.0,31,31,31.0,0.0,9.2684372388,0.5009966075,3992043.0,0.0,3992043,3992043,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,32,0.2504983038,0.2504983038,6,31,14.3333333333,14.4337567297,208.3333333333,1,0,0,0,0,0,0,1,21.5,6.0,31.0,20,1,6,1,31,0,939,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,101000161,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.158415589,0.039603897,33700000.0,58300000.0,101000000,49,101000000,101000000.0,0.0,101000000,101000000,101000000,101000000.0,0.0,101000000,101000000,1,64,64,0.019801949,0.019801949,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,1,6.0,8.0,0.0,64,2,16,2,0,229,235,1,32,49.0,0.0,49,49,101000000.0,0.0,101000000,101000000,dos,1
80,86167430,8,7,368,11595,368,0,46.0,130.1076477,7240,0,1656.428571,2565.850857,138.83436,0.174079696,6154816.429,23000000.0,86000000,1,86000000,12300000.0,32500000.0,86000000,1,195847,32641.16667,70312.80763,175242,73,0,264,232,0.092842504,0.081237191,0,7240,747.6875,1823.890922,3326578.096,0,0,0,0,1,0,0,0,797.5333333,46.0,1656.428571,264,8,368,7,11595,251,235,1,32,984.0,0.0,984,984,86000000.0,0.0,86000000,86000000,dos,1
7999,27,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,296296.2963,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,37037.03704,37037.03704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,84995424,6,7,394,11595,376,0,65.66666667,152.0600758,4344,0,1656.428571,1760.597234,141.0546525,0.152949411,7082952.0,24500000.0,84800000,0,84900000,17000000.0,37900000.0,84800000,0,85000000,14200000.0,34600000.0,84800000,16,0,164,232,0.070592036,0.082357375,0,4344,856.7857143,1458.895271,2128375.412,1,0,0,0,0,0,0,1,922.6923077,65.66666667,1656.428571,164,6,394,7,11595,0,235,3,20,10995.0,0.0,10995,10995,84800000.0,0.0,84800000,84800000,dos,1
80,85323815,7,6,352,11595,352,0,50.28571429,133.0434945,4344,0,1932.5,1977.812908,140.0195244,0.152360745,7110317.917,24600000.0,85200000,3,85200000,14200000.0,34800000.0,85200000,3,148317,29663.4,59223.74872,135135,46,0,232,200,0.082040401,0.070320344,0,4344,853.3571429,1566.350565,2453454.093,0,0,0,0,1,0,0,0,919.0,50.28571429,1932.5,232,7,352,6,11595,274,235,1,32,1011.0,0.0,1011,1011,85200000.0,0.0,85200000,85200000,dos,1
53,156,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,1461538.46153846,25641.0256410256,52.0,84.0059521701,149,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,40,40,12820.5128205128,12820.5128205128,37,77,53.0,21.9089023002,480.0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,40,2,74,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,41758,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,574.7401695,95.79002826,13919.33333,23659.58141,41239,208,41758,13919.33333,23659.58141,41239,208,0,0.0,0.0,0,0,0,80,0,95.79002826,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
49400,13,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,615384.6154,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,76923.07692,76923.07692,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,184,2,2,70,130,35,35,35.0,0.0,65,65,65.0,0.0,1086956.52173913,21739.1304347826,61.3333333333,66.0176744011,133,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,40,40,10869.5652173913,10869.5652173913,35,65,47.0,16.4316767252,270.0,0,0,0,0,0,0,0,1,58.75,35.0,65.0,40,2,70,2,130,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,100836768,7,7,369,11595,369,0,52.71428571,139.4688905,4344,0,1656.428571,1547.737688,118.6471982,0.138838246,7756674.462,27900000.0,101000000,3,101000000,16800000.0,41100000.0,101000000,3,144469,24078.16667,50441.54089,126003,50,0,232,232,0.069419123,0.069419123,0,4344,797.6,1314.015536,1726636.829,0,0,0,0,1,0,0,1,854.5714286,52.71428571,1656.428571,232,7,369,7,11595,251,235,1,32,980.0,0.0,980,980,101000000.0,0.0,101000000,101000000,dos,1
32772,74,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,108108.1081,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,13513.51351,13513.51351,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,3001765,5,6,350,11595,350,0,70.0,156.5247584,4355,0,1932.5,2182.468304,3979.325497,3.664510713,300176.5,675305.79,2002366,2,3001226,750306.5,958046.8271,2002366,4,1310,262.0,373.3182289,872,2,0,184,200,1.665686688,1.998824025,0,4355,995.4166667,1769.833709,3132311.356,0,0,0,1,0,0,0,1,1085.909091,70.0,1932.5,184,5,350,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
80,99102746,9,6,311,11595,311,0,34.55555556,103.6666667,5792,0,1932.5,2181.008184,120.1379425,0.151358066,7078767.571,26500000.0,99000000,1,99000000,12400000.0,35000000.0,99000000,1,109497,21899.4,42395.98758,97174,46,0,296,200,0.09081484,0.060543227,0,5792,744.125,1579.630542,2495232.65,0,0,0,0,1,0,0,0,793.7333333,34.55555556,1932.5,296,9,311,6,11595,274,235,1,32,996.0,0.0,996,996,99000000.0,0.0,99000000,99000000,dos,1
443,8,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,2250000.0,375000.0,4.0,1.4142135624,5,3,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,20,40,125000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,2,8.0,6.0,6.0,20,1,6,2,12,64240,7875,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,200,2,2,76,176,38,38,38.0,0.0,88,88,88.0,0.0,1260000.0,20000.0,66.6666666667,74.7685317051,149,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,40,40,10000.0,10000.0,38,88,58.0,27.3861278753,750.0,0,0,0,0,0,0,0,1,72.5,38.0,88.0,40,2,76,2,176,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
1056,75,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,106666.6667,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,99597707,6,6,355,11595,355,0,59.16666667,144.9281431,4344,0,1932.5,1754.831473,119.9826819,0.120484702,9054337.0,30000000.0,99600000,1,99600000,19900000.0,44500000.0,99600000,1,23486,4697.2,6312.171116,12166,47,0,200,200,0.060242351,0.060242351,0,4344,919.2307692,1498.491528,2245476.859,0,0,0,0,1,0,0,1,995.8333333,59.16666667,1932.5,200,6,355,6,11595,274,235,1,32,5.0,0.0,5,5,99600000.0,0.0,99600000,99600000,dos,1
443,4073212,7,5,897,550,590,0,128.1428571429,220.797364546,393,0,110.0,169.5921578376,355.2478977279,2.9460779355,370292.0,1178868.59028757,3924272,48,4073212,678868.666666667,1590121.20132544,3924272,92,86790,21697.5,23615.9671197264,42252,335,0,152,112,1.7185454624,1.2275324731,0,590,111.3076923077,187.5137259933,35161.3974358974,0,0,0,1,0,0,0,0,120.5833333333,128.1428571429,110.0,152,7,897,5,550,8192,114,6,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
280,30,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,266666.6667,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,33333.33333,33333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,92226875,7,4,50,11601,20,0,7.142857143,6.094494002,8675,0,2900.25,4088.041942,126.329771,0.119271091,9222687.5,25000000.0,79800000,1,90800000,15100000.0,32000000.0,79800000,1,1424414,474804.6667,817784.0619,1419096,173,0,152,92,0.075899785,0.043371306,0,8675,971.4166667,2566.548317,6587170.265,0,0,0,0,1,0,0,0,1059.727273,7.142857143,2900.25,152,7,50,4,11601,256,229,5,20,986.0,0.0,986,986,45400000.0,48700000.0,79800000,11000000,ddos,1
80,32006,4,1,24,0,6,6,6.0,0.0,0,0,0.0,0.0,749.8594014,156.2207086,8001.5,15377.4131,31058,1,32006,10668.66667,17664.01467,31058,1,0,0.0,0.0,0,0,0,80,32,124.9765669,31.24414172,0,6,5.0,2.449489743,6.0,1,0,0,0,0,0,0,0,6.0,6.0,0.0,80,4,24,1,0,0,235,3,20,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
443,118038,10,5,646,1087,405,0,64.6,128.0331554282,949,0,217.4,413.3192470718,14681.7126688016,127.077720734,8431.2857142857,13013.7137987265,32185,45,118038,13115.3333333333,15291.1157948006,33775,49,77720,19430.0,20795.8641561249,41413,1628,0,332,168,84.7184804893,42.3592402447,0,949,108.3125,247.817599254,61413.5625,0,0,0,1,0,0,0,0,115.5333333333,64.6,217.4,332,10,646,5,1087,65535,62,5,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,10313343,9,10,2333,7591,1460,0,259.2222222222,482.3126003376,1689,0,759.1,748.6009840585,962.248613277,1.8422736449,572963.5,2352788.74739464,9999614,49,10313343,1289167.875,3520042.97902598,9999822,49,10280945,1142327.22222222,3321794.10388866,9999700,49,0,192,212,0.8726559371,0.9696177079,0,1689,496.2,662.8264518433,439338.905263158,0,0,0,1,0,0,0,1,522.3157894737,259.2222222222,759.1,192,9,2333,10,7591,8192,66,8,20,313521.0,0.0,313521,313521,9999614.0,0.0,9999614,9999614,benign,0
17988,39,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,153846.1538,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,25641.02564,25641.02564,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
